customer_id,customer_name,monthly_income,monthly_expenses,savings_balance,investment_balance,total_debt,payment_history_score,credit_utilization_ratio,credit_age_months,credit_score,risk_score,financial_health_score,loan_approved
SYN0553,Synthetic Customer 553,22824,11325,30858,13419,52978,0.94,0.52,99,572,6,60,1
SYN0554,Synthetic Customer 554,20050,11707,39583,3619,30840,0.91,0.66,41,522,6,70,1
SYN0555,Synthetic Customer 555,41707,31782,40194,3235,172972,0.71,0.64,36,538,6,50,1
SYN0556,Synthetic Customer 556,35446,21636,64307,19855,31165,0.97,0.02,62,645,5,60,1
SYN0557,Synthetic Customer 557,241920,251697,37096,13629,1290025,0.85,0.79,3,464,6,15,0
SYN0558,Synthetic Customer 558,23710,13246,70236,5107,47483,0.99,0.95,48,517,6,70,1
SYN0559,Synthetic Customer 559,110559,50801,208078,32605,209430,0.96,0.94,95,565,6,70,1
SYN0560,Synthetic Customer 560,28604,17844,86929,30062,39580,0.97,0.43,49,581,5,70,1
SYN0561,Synthetic Customer 561,41822,27811,63086,17494,199370,0.95,0.44,34,577,6,60,1
SYN0562,Synthetic Customer 562,25638,16753,56137,27071,38964,0.97,0.61,108,547,6,70,1
SYN0563,Synthetic Customer 563,22009,11280,55475,11796,39329,1.0,0.45,86,571,6,70,1
SYN0564,Synthetic Customer 564,59086,35149,197627,39562,110100,0.9,0.97,51,540,6,70,1
SYN0565,Synthetic Customer 565,22844,23562,12929,4535,199821,0.65,0.57,18,453,6,25,0
SYN0566,Synthetic Customer 566,36179,18499,44868,12028,104856,0.92,0.25,28,626,5,60,1
SYN0567,Synthetic Customer 567,199549,83798,898843,379364,527479,0.93,0.48,86,611,5,75,1
SYN0568,Synthetic Customer 568,18124,10485,34815,12502,31787,0.91,0.06,78,577,6,70,1
SYN0569,Synthetic Customer 569,76925,71152,40054,7429,690399,0.72,0.84,0,482,6,25,0
SYN0570,Synthetic Customer 570,228378,226421,2257,306,1414039,0.7,0.69,9,484,6,0,0
SYN0571,Synthetic Customer 571,152991,90465,598229,47229,316831,0.92,0.29,74,610,5,75,1
SYN0572,Synthetic Customer 572,38663,23230,56314,17961,196529,0.8,0.09,44,626,5,60,1
SYN0573,Synthetic Customer 573,79940,43204,128442,42745,332254,0.84,0.56,59,592,5,60,0
SYN0574,Synthetic Customer 574,34695,20118,47675,18874,168793,0.72,0.67,39,571,6,60,1
SYN0575,Synthetic Customer 575,44967,40300,16022,2497,221066,0.55,0.35,14,538,6,35,0
SYN0576,Synthetic Customer 576,19778,10524,67603,24498,11083,0.92,0.72,46,570,6,75,1
SYN0577,Synthetic Customer 577,64296,23976,220895,109110,34182,0.98,0.02,112,706,4,75,1
SYN0578,Synthetic Customer 578,129984,56545,166625,70517,97804,0.92,0.55,120,631,5,60,1
SYN0579,Synthetic Customer 579,91932,86867,40262,602,503646,0.61,0.9,16,473,6,10,0
SYN0580,Synthetic Customer 580,116966,41066,259950,80997,332309,0.93,0.47,25,606,5,75,1
SYN0581,Synthetic Customer 581,151880,75653,544753,188858,499127,0.99,0.03,107,657,5,75,1
SYN0582,Synthetic Customer 582,321198,383490,39202,10336,2250475,0.75,0.6,5,453,6,5,0
SYN0583,Synthetic Customer 583,43033,27979,61295,704,246788,0.71,0.91,31,532,6,35,1
SYN0584,Synthetic Customer 584,406254,456352,1791,363,2796934,0.79,0.24,32,505,6,0,0
SYN0585,Synthetic Customer 585,28127,27782,14828,6675,255222,0.8,0.94,8,451,6,25,0
SYN0586,Synthetic Customer 586,39942,24066,52209,23917,115597,0.8,0.95,51,540,6,60,0
SYN0587,Synthetic Customer 587,326018,349448,33368,10790,1662508,0.73,0.14,8,523,6,5,0
SYN0588,Synthetic Customer 588,32739,19814,55183,22561,10851,0.97,0.52,53,650,3,75,1
SYN0589,Synthetic Customer 589,276101,302846,37428,2222,1203422,0.77,0.94,7,438,6,0,0
SYN0590,Synthetic Customer 590,50814,38204,43798,10442,127347,0.92,0.42,38,562,6,60,1
SYN0591,Synthetic Customer 591,343548,324854,15495,214,1453695,0.83,0.61,17,502,6,10,0
SYN0592,Synthetic Customer 592,33580,19600,88357,1709,18609,0.94,0.68,97,619,5,60,1
SYN0593,Synthetic Customer 593,62920,47431,90842,12057,298143,0.91,0.49,20,553,6,60,0
SYN0594,Synthetic Customer 594,44829,22847,88589,17685,110012,0.94,0.23,54,631,5,70,0
SYN0595,Synthetic Customer 595,34334,18990,79601,32108,136698,0.87,0.86,27,557,6,70,1
SYN0596,Synthetic Customer 596,221929,240211,43906,12915,1566145,0.78,0.74,34,463,6,15,0
SYN0597,Synthetic Customer 597,36017,23869,111242,29596,45005,0.95,0.87,67,537,6,70,1
SYN0598,Synthetic Customer 598,32624,16921,96710,33824,43666,0.98,0.95,60,558,6,70,1
SYN0599,Synthetic Customer 599,77613,71358,14182,3779,680866,0.55,0.3,1,537,6,15,0
SYN0600,Synthetic Customer 600,19660,10598,54077,16405,4267,0.91,0.77,105,602,2,95,1
SYN0601,Synthetic Customer 601,55760,34798,78710,38686,169731,0.92,0.89,41,541,6,60,0
SYN0602,Synthetic Customer 602,62477,62946,34006,4048,538747,0.53,0.7,20,481,6,15,0
SYN0603,Synthetic Customer 603,31181,29844,7185,2095,268066,0.68,0.17,17,544,6,15,0
SYN0604,Synthetic Customer 604,223019,252118,48827,21611,1408222,0.86,0.17,9,509,6,15,0
SYN0605,Synthetic Customer 605,76664,39512,88509,29245,385511,0.77,0.19,20,631,5,60,0
SYN0606,Synthetic Customer 606,116351,35331,348059,1507,208863,0.96,0.49,51,607,5,50,1
SYN0607,Synthetic Customer 607,36609,19868,79967,39328,6976,0.9,0.87,71,643,2,95,1
SYN0608,Synthetic Customer 608,35599,20194,113226,9716,4179,0.91,0.35,54,696,1,95,1
SYN0609,Synthetic Customer 609,128234,51208,194368,23363,50267,0.92,0.29,108,692,3,75,1
SYN0610,Synthetic Customer 610,33752,21472,54874,18971,36884,0.94,0.05,74,625,5,60,1
SYN0611,Synthetic Customer 611,68309,73040,33618,2127,576563,0.59,0.14,22,525,6,5,0
SYN0612,Synthetic Customer 612,63150,60505,19878,953,514039,0.53,0.73,20,488,6,0,0
SYN0613,Synthetic Customer 613,17872,9742,50984,23160,40057,0.93,0.61,76,527,6,70,1
SYN0614,Synthetic Customer 614,88864,86424,33230,16265,822001,0.66,0.63,15,495,6,25,0
SYN0615,Synthetic Customer 615,69938,39851,78531,7746,216583,0.71,0.62,19,577,6,60,0
SYN0616,Synthetic Customer 616,28586,14985,57203,20889,38448,0.92,0.64,72,581,5,70,1
SYN0617,Synthetic Customer 617,28891,25780,8783,50,183597,0.53,0.34,12,534,6,20,0
SYN0618,Synthetic Customer 618,35184,24207,112479,54645,16382,0.93,0.67,96,608,5,70,1
SYN0619,Synthetic Customer 619,85587,38039,295953,140762,274854,0.99,0.46,76,612,5,75,1
SYN0620,Synthetic Customer 620,186596,72735,710906,280958,211937,0.9,0.58,66,599,5,75,1
SYN0621,Synthetic Customer 621,28678,31284,4825,1536,141945,0.69,0.84,18,444,6,15,0
SYN0622,Synthetic Customer 622,27765,12666,41104,10101,52132,0.97,0.32,40,612,5,70,1
SYN0623,Synthetic Customer 623,74246,61330,39070,9916,488806,0.56,0.31,3,555,6,45,0
SYN0624,Synthetic Customer 624,24901,25731,13646,204,172566,0.74,0.9,4,429,6,0,0
SYN0625,Synthetic Customer 625,52289,40633,100310,21452,224061,0.74,0.86,45,513,6,60,0
SYN0626,Synthetic Customer 626,77485,39592,100549,7591,427199,0.7,0.92,55,561,6,50,0
SYN0627,Synthetic Customer 627,81194,86614,5022,1279,688335,0.51,0.75,20,464,6,0,0
SYN0628,Synthetic Customer 628,51029,28584,56939,25322,220251,0.81,0.13,21,628,5,60,0
SYN0629,Synthetic Customer 629,35002,28161,13082,1692,254376,0.66,0.55,8,536,6,25,0
SYN0630,Synthetic Customer 630,76160,56449,124395,20406,229743,0.85,0.34,40,572,6,60,0
SYN0631,Synthetic Customer 631,31900,20454,57926,1762,88724,0.72,0.39,57,588,5,50,1
SYN0632,Synthetic Customer 632,26653,13159,84273,34962,45602,0.91,0.91,95,552,6,75,1
SYN0633,Synthetic Customer 633,19318,8265,60381,3187,32389,0.95,0.68,95,538,6,75,1
SYN0634,Synthetic Customer 634,321474,380700,11088,2113,2539440,0.87,0.39,21,477,6,0,0
SYN0635,Synthetic Customer 635,79412,75143,3114,980,424207,0.64,0.18,24,546,6,10,0
SYN0636,Synthetic Customer 636,99225,96486,30240,11702,669500,0.74,0.33,20,525,6,25,0
SYN0637,Synthetic Customer 637,129198,59408,341462,162758,192297,0.92,0.17,85,641,5,70,1
SYN0638,Synthetic Customer 638,234634,235153,45833,14265,1510258,0.77,0.35,15,517,6,15,0
SYN0639,Synthetic Customer 639,73424,51461,141771,63783,364393,0.73,0.59,32,554,6,60,0
SYN0640,Synthetic Customer 640,292365,290146,28473,11231,1892082,0.84,0.77,24,478,6,5,0
SYN0641,Synthetic Customer 641,84788,84236,3127,284,495546,0.77,0.9,20,464,6,0,0
SYN0642,Synthetic Customer 642,88463,44077,250412,80684,92834,0.96,0.2,111,641,5,70,1
SYN0643,Synthetic Customer 643,59286,57571,32484,15455,371239,0.78,0.71,11,487,6,25,0
SYN0644,Synthetic Customer 644,52128,25201,158340,38559,159068,0.91,0.89,30,565,6,75,1
SYN0645,Synthetic Customer 645,196808,107501,490697,226932,610201,0.9,0.43,99,607,5,70,1
SYN0646,Synthetic Customer 646,366790,408432,35742,6921,2086636,0.8,0.48,12,481,6,0,0
SYN0647,Synthetic Customer 647,27602,18024,56989,9452,27639,1.0,0.67,53,546,6,70,1
SYN0648,Synthetic Customer 648,68807,34026,118236,43117,219191,0.94,0.98,34,556,6,70,1
SYN0649,Synthetic Customer 649,72090,53475,154869,55797,404922,0.86,0.46,39,560,6,60,1
SYN0650,Synthetic Customer 650,386283,373814,39379,16323,1404395,0.85,0.24,32,536,6,5,0
SYN0651,Synthetic Customer 651,73849,79606,25537,620,366336,0.67,0.7,3,465,6,0,0
SYN0652,Synthetic Customer 652,30778,21191,42847,17249,53936,1.0,0.97,71,523,6,60,1
SYN0653,Synthetic Customer 653,471030,434982,100602,30962,1895680,0.79,0.66,4,501,6,25,0
SYN0654,Synthetic Customer 654,33993,16784,45097,353,28027,0.95,0.51,96,626,5,35,1
SYN0655,Synthetic Customer 655,39045,19501,79924,19308,91623,0.93,0.04,112,657,5,70,1
SYN0656,Synthetic Customer 656,93886,82444,35449,1691,711193,0.7,0.3,23,547,6,20,0
SYN0657,Synthetic Customer 657,15894,7725,22220,4552,19286,0.93,0.61,71,526,6,60,1
SYN0658,Synthetic Customer 658,21861,22351,7920,3026,200435,0.55,0.45,5,461,6,25,0
SYN0659,Synthetic Customer 659,50958,48179,24440,5617,455445,0.8,0.96,19,468,6,35,0
SYN0660,Synthetic Customer 660,62502,45365,83959,28847,236220,0.88,0.17,48,593,5,60,1
SYN0661,Synthetic Customer 661,119309,62833,192991,52264,71986,0.95,0.48,120,648,5,70,1
SYN0662,Synthetic Customer 662,22656,11643,65554,9512,25805,0.95,0.44,72,574,6,70,1
SYN0663,Synthetic Customer 663,400280,441728,92393,2688,2753048,0.63,0.53,22,479,6,0,0
SYN0664,Synthetic Customer 664,342915,343083,21981,10720,1396256,0.78,0.46,15,506,6,5,0
SYN0665,Synthetic Customer 665,21387,11890,60450,10265,50980,0.95,0.67,44,534,6,70,1
SYN0666,Synthetic Customer 666,157806,51967,248397,28759,253340,0.97,0.26,28,628,5,70,1
SYN0667,Synthetic Customer 667,74101,23494,247415,28419,238477,1.0,0.64,114,597,5,75,1
SYN0668,Synthetic Customer 668,72645,40458,121147,58975,171661,0.96,0.8,47,564,6,60,1
SYN0669,Synthetic Customer 669,98303,36961,283214,118867,331306,0.99,0.28,78,630,5,75,1
SYN0670,Synthetic Customer 670,53729,45593,2385,783,458314,0.62,0.99,8,483,6,20,0
SYN0671,Synthetic Customer 671,43321,40382,12781,4999,401031,0.62,0.64,3,501,6,35,0
SYN0672,Synthetic Customer 672,65430,47803,64978,29904,308569,0.81,0.26,14,580,5,60,0
SYN0673,Synthetic Customer 673,199774,103535,798707,260938,13495,0.91,0.64,28,679,1,100,1
SYN0674,Synthetic Customer 674,339689,321169,26889,60,1860947,0.75,0.93,31,471,6,10,0
SYN0675,Synthetic Customer 675,428619,437694,74864,4594,3214180,0.76,0.01,30,548,6,0,0
SYN0676,Synthetic Customer 676,198699,91519,947747,158769,238514,0.94,0.63,106,597,5,75,1
SYN0677,Synthetic Customer 677,145775,67113,679214,240983,42222,0.98,0.29,49,698,2,90,1
SYN0678,Synthetic Customer 678,66338,33951,85675,25565,204825,0.92,0.63,34,589,5,60,1
SYN0679,Synthetic Customer 679,164814,85801,280809,62517,114567,0.95,0.07,93,679,4,70,1
SYN0680,Synthetic Customer 680,85494,82089,42794,537,594753,0.51,0.06,23,554,6,0,0
SYN0681,Synthetic Customer 681,156301,52432,641705,240318,375488,0.99,0.86,92,573,6,75,1
SYN0682,Synthetic Customer 682,78565,52937,177923,18558,198986,0.82,0.03,51,618,5,70,0
SYN0683,Synthetic Customer 683,75960,52764,47540,10070,355309,0.91,0.11,51,606,5,50,0
SYN0684,Synthetic Customer 684,17095,11032,24876,10086,20396,0.92,0.8,90,485,6,60,1
SYN0685,Synthetic Customer 685,72692,65224,42562,4500,549888,0.6,0.96,6,476,6,35,0
SYN0686,Synthetic Customer 686,95468,38249,156059,54415,48540,0.92,0.37,45,667,5,70,1
SYN0687,Synthetic Customer 687,327739,385979,3201,1294,1337124,0.78,0.77,1,439,6,0,0
SYN0688,Synthetic Customer 688,242321,218550,10434,4863,976039,0.87,0.42,30,531,6,15,0
SYN0689,Synthetic Customer 689,43510,23622,47326,7839,174975,0.93,0.61,14,583,5,60,0
SYN0690,Synthetic Customer 690,246148,267847,46231,149,1297125,0.77,0.2,33,516,6,0,0
SYN0691,Synthetic Customer 691,144870,80956,688482,243382,264698,0.98,0.66,59,579,6,75,1
SYN0692,Synthetic Customer 692,100782,33641,175076,62182,306136,0.95,0.17,29,637,5,70,1
SYN0693,Synthetic Customer 693,145471,56081,402200,198812,175068,0.95,0.11,30,643,5,75,1
SYN0694,Synthetic Customer 694,20763,9289,26363,1160,25658,0.99,0.72,111,543,6,50,1
SYN0695,Synthetic Customer 695,25681,13501,76863,15077,55370,0.98,0.33,48,596,5,70,1
SYN0696,Synthetic Customer 696,78349,48872,75208,4818,439452,0.82,0.48,39,582,5,50,0
SYN0697,Synthetic Customer 697,69939,44515,90724,12724,202197,0.86,0.97,24,529,6,60,1
SYN0698,Synthetic Customer 698,32103,22718,22708,7627,92822,0.81,0.18,33,594,5,50,0
SYN0699,Synthetic Customer 699,99119,83957,47253,5568,929067,0.67,0.55,7,527,6,35,0
SYN0700,Synthetic Customer 700,157923,87977,467636,155079,566057,0.95,0.46,25,596,5,70,1
SYN0701,Synthetic Customer 701,329317,320869,34321,4881,1537104,0.87,0.89,26,470,6,0,0
SYN0702,Synthetic Customer 702,60501,36142,232354,55797,109820,0.95,0.48,113,593,5,75,1
SYN0703,Synthetic Customer 703,168604,75633,252759,90853,457099,0.97,0.94,40,561,6,70,1
SYN0704,Synthetic Customer 704,58769,51230,35224,9988,286584,0.55,0.46,18,532,6,45,0
SYN0705,Synthetic Customer 705,15799,10947,36543,13282,5256,0.92,0.86,116,532,4,85,1
SYN0706,Synthetic Customer 706,200714,232449,3405,681,1583329,0.76,0.3,17,491,6,0,0
SYN0707,Synthetic Customer 707,32774,18765,55622,20331,53854,0.99,0.73,43,568,6,60,1
SYN0708,Synthetic Customer 708,37107,18894,49120,15248,34104,0.96,0.37,58,626,5,60,1
SYN0709,Synthetic Customer 709,38097,16004,110573,21949,18717,0.92,0.12,97,698,4,75,1
SYN0710,Synthetic Customer 710,38030,17605,113635,23115,20576,0.99,0.5,90,655,5,75,1
SYN0711,Synthetic Customer 711,27138,22226,5621,2157,193599,0.75,0.47,17,527,6,35,0
SYN0712,Synthetic Customer 712,24576,13162,51205,22715,39713,0.98,0.93,44,528,6,70,1
SYN0713,Synthetic Customer 713,60007,31575,78202,5042,182644,0.73,0.28,56,622,5,50,0
SYN0714,Synthetic Customer 714,278904,324225,34853,9606,1843813,0.72,0.68,8,451,6,5,0
SYN0715,Synthetic Customer 715,381770,391710,67592,12390,1413738,0.62,0.86,14,461,6,5,0
SYN0716,Synthetic Customer 716,36124,18089,93521,21384,56852,0.95,0.66,103,594,5,70,1
SYN0717,Synthetic Customer 717,29590,15901,75791,20086,63792,0.92,0.26,97,624,5,70,1
SYN0718,Synthetic Customer 718,57767,59553,1640,466,375195,0.79,0.62,5,483,6,0,0
SYN0719,Synthetic Customer 719,24346,11069,39461,5029,41375,0.92,0.12,76,617,5,70,1
SYN0720,Synthetic Customer 720,19144,10189,39957,1136,9425,0.97,0.97,54,549,6,60,1
SYN0721,Synthetic Customer 721,78776,75779,7685,3770,492152,0.51,0.92,24,468,6,5,0
SYN0722,Synthetic Customer 722,60018,46714,52869,17896,353658,0.94,0.33,57,567,6,60,1
SYN0723,Synthetic Customer 723,351952,419133,63702,21852,2946371,0.64,0.56,28,459,6,15,0
SYN0724,Synthetic Customer 724,34721,35397,18752,9026,189897,0.54,0.03,19,545,6,25,0
SYN0725,Synthetic Customer 725,59227,35963,70329,12789,271813,0.85,0.23,29,609,5,60,0
SYN0726,Synthetic Customer 726,71912,33189,201616,11452,173855,1.0,0.4,86,619,5,75,1
SYN0727,Synthetic Customer 727,99058,97227,56070,11831,907425,0.62,0.71,13,485,6,25,0
SYN0728,Synthetic Customer 728,70608,64383,12059,3650,457999,0.76,0.1,23,561,6,25,0
SYN0729,Synthetic Customer 729,417899,476866,28948,6944,3120547,0.82,0.42,5,481,6,0,0
SYN0730,Synthetic Customer 730,43617,25776,103768,21981,187164,0.72,0.95,60,543,6,70,1
SYN0731,Synthetic Customer 731,51735,21875,232387,72851,77201,0.95,0.57,41,598,5,75,1
SYN0732,Synthetic Customer 732,42190,31629,47296,9895,175768,0.91,0.31,47,574,6,60,1
SYN0733,Synthetic Customer 733,31758,23417,27859,10494,110537,0.91,0.47,53,561,6,60,1
SYN0734,Synthetic Customer 734,294042,308028,48541,3911,1403992,0.83,0.49,4,493,6,0,0
SYN0735,Synthetic Customer 735,39430,20051,92785,16902,41266,0.96,0.48,51,606,5,70,1
SYN0736,Synthetic Customer 736,87177,88910,917,297,527052,0.52,0.32,22,516,6,0,0
SYN0737,Synthetic Customer 737,53421,29327,58271,11664,208889,0.71,0.3,52,615,5,60,0
SYN0738,Synthetic Customer 738,21350,13449,35009,5476,4842,0.95,0.86,74,580,2,85,1
SYN0739,Synthetic Customer 739,67516,55953,23497,211,590894,0.54,0.29,24,558,6,20,0
SYN0740,Synthetic Customer 740,416003,416874,90933,10128,1702120,0.75,0.82,35,471,6,5,0
SYN0741,Synthetic Customer 741,37598,24417,92549,36117,48013,0.97,0.8,89,549,6,70,1
SYN0742,Synthetic Customer 742,240055,224444,7560,1426,884223,0.69,0.37,28,529,6,10,0
SYN0743,Synthetic Customer 743,32141,20219,64954,942,54760,0.97,0.13,52,617,5,50,1
SYN0744,Synthetic Customer 744,75091,42649,61996,2575,215419,0.81,0.76,19,563,6,40,0
SYN0745,Synthetic Customer 745,176944,93284,239416,103947,68679,0.97,0.59,84,655,4,65,1
SYN0746,Synthetic Customer 746,116325,36407,265910,25297,4301,0.98,0.91,50,661,2,100,1
SYN0747,Synthetic Customer 747,21554,9816,44049,9089,4695,0.99,0.35,56,657,2,95,1
SYN0748,Synthetic Customer 748,38873,22697,93753,37888,6375,0.98,0.53,60,670,1,95,1
SYN0749,Synthetic Customer 749,42514,45511,13701,808,402742,0.78,0.91,22,448,6,0,0
SYN0750,Synthetic Customer 750,392132,435046,17422,1758,2679407,0.65,0.36,24,495,6,0,0
SYN0751,Synthetic Customer 751,312341,329293,30552,5149,2265960,0.64,0.12,8,529,6,0,0
SYN0752,Synthetic Customer 752,389399,432785,52067,10751,1477738,0.75,0.39,29,492,6,5,0
SYN0753,Synthetic Customer 753,39122,19310,138602,53383,41684,0.93,0.85,60,571,6,75,1
SYN0754,Synthetic Customer 754,174695,101624,440718,176726,8041,0.95,0.11,80,726,1,95,1
SYN0755,Synthetic Customer 755,36579,22055,54360,22774,34660,0.96,0.11,57,630,5,60,1
SYN0756,Synthetic Customer 756,145344,86125,351597,105981,311306,0.91,0.83,116,559,6,70,1
SYN0757,Synthetic Customer 757,346023,390813,63610,24782,2231682,0.84,0.64,25,463,6,15,0
SYN0758,Synthetic Customer 758,82367,82367,46956,16758,785790,0.58,0.76,3,475,6,25,0
SYN0759,Synthetic Customer 759,115716,51702,235014,3895,392583,0.91,0.06,32,648,5,50,1
SYN0760,Synthetic Customer 760,214024,255035,19654,2502,1468243,0.69,0.62,4,451,6,0,0
SYN0761,Synthetic Customer 761,31128,19854,52439,16064,49463,0.95,0.54,105,579,6,60,1
SYN0762,Synthetic Customer 762,15579,10683,19876,1951,16092,0.94,0.32,84,517,6,60,1
SYN0763,Synthetic Customer 763,440992,401653,18719,4965,2983387,0.87,0.17,27,554,6,10,0
SYN0764,Synthetic Customer 764,50477,36076,74575,32148,141021,0.87,0.68,48,544,6,60,1
SYN0765,Synthetic Customer 765,494783,572120,60167,16210,2710741,0.78,0.38,22,484,6,5,0
SYN0766,Synthetic Customer 766,62006,50747,21967,6003,335784,0.6,0.74,0,513,6,35,0
SYN0767,Synthetic Customer 767,69882,57946,14471,2877,455306,0.52,0.25,7,560,6,25,0
SYN0768,Synthetic Customer 768,97664,80619,40315,3750,876135,0.6,0.03,10,583,5,25,0
SYN0769,Synthetic Customer 769,170824,84955,464795,110407,316559,0.93,0.69,99,591,5,70,1
SYN0770,Synthetic Customer 770,132972,54960,346403,128020,274073,0.91,0.67,67,590,5,75,1
SYN0771,Synthetic Customer 771,463595,530091,74255,19629,2039730,0.71,0.44,31,481,6,5,0
SYN0772,Synthetic Customer 772,190465,69371,410367,150345,203864,0.94,0.23,119,638,5,70,1
SYN0773,Synthetic Customer 773,74833,35737,163443,69607,152595,0.95,0.22,33,632,5,70,1
SYN0774,Synthetic Customer 774,86144,89696,22375,3278,636754,0.62,0.26,16,518,6,5,0
SYN0775,Synthetic Customer 775,487080,464762,2174,382,3397866,0.77,0.22,29,541,6,0,0
SYN0776,Synthetic Customer 776,89824,93657,45959,18550,822142,0.72,0.07,6,536,6,25,0
SYN0777,Synthetic Customer 777,80619,68068,7278,1229,652165,0.75,0.41,2,541,6,20,0
SYN0778,Synthetic Customer 778,57029,33081,63683,22506,169838,0.85,0.41,19,596,5,60,0
SYN0779,Synthetic Customer 779,31815,18251,66461,28582,129518,0.81,0.9,24,548,6,70,0
SYN0780,Synthetic Customer 780,37882,30636,17948,2883,232341,0.69,0.05,23,586,5,35,0
SYN0781,Synthetic Customer 781,210437,192886,45277,9764,1074647,0.86,0.89,26,481,6,15,0
SYN0782,Synthetic Customer 782,31836,29259,16041,1933,281595,0.53,0.73,3,494,6,25,0
SYN0783,Synthetic Customer 783,36765,23849,127913,16502,82196,0.95,0.1,112,621,5,70,1
SYN0784,Synthetic Customer 784,132158,52702,436593,196181,185526,0.97,0.93,51,563,6,75,1
SYN0785,Synthetic Customer 785,37000,20444,86796,16666,147338,0.92,0.06,46,639,5,70,1
SYN0786,Synthetic Customer 786,132965,61658,386858,72806,117919,0.99,0.93,70,576,6,75,1
SYN0787,Synthetic Customer 787,392801,450310,1986,620,3236941,0.61,0.73,3,449,6,0,0
SYN0788,Synthetic Customer 788,46579,31013,53877,11890,272512,0.93,0.68,46,554,6,60,0
SYN0789,Synthetic Customer 789,403670,364255,93078,16746,3250365,0.69,0.93,15,479,6,15,0
SYN0790,Synthetic Customer 790,47575,50326,4573,1299,328574,0.76,0.76,13,465,6,5,0
SYN0791,Synthetic Customer 791,121837,68220,507269,123493,412513,0.97,0.92,66,553,6,75,1
SYN0792,Synthetic Customer 792,252636,289854,42350,11529,1523497,0.73,0.72,35,452,6,5,0
SYN0793,Synthetic Customer 793,79409,80088,36304,6020,625630,0.69,0.79,4,471,6,15,0
SYN0794,Synthetic Customer 794,155031,55814,356566,29052,321365,0.92,0.52,107,608,5,75,1
SYN0795,Synthetic Customer 795,68929,48644,139702,62700,244686,0.92,0.14,23,598,5,60,1
SYN0796,Synthetic Customer 796,46039,37996,10154,3091,307944,0.78,0.88,7,499,6,35,0
SYN0797,Synthetic Customer 797,56021,32320,197730,11662,126375,1.0,0.2,113,626,5,75,1
SYN0798,Synthetic Customer 798,33262,20632,45636,2918,110980,0.94,0.18,48,613,5,50,0
SYN0799,Synthetic Customer 799,187845,80876,847549,353165,306816,0.95,0.23,50,633,5,75,1
SYN0800,Synthetic Customer 800,47445,27821,70669,13540,136106,0.85,0.99,30,537,6,60,0
SYN0801,Synthetic Customer 801,294565,301209,10317,2144,1470741,0.67,0.45,15,503,6,0,0
SYN0802,Synthetic Customer 802,96402,96911,26500,2182,467505,0.76,0.96,12,455,6,5,0
SYN0803,Synthetic Customer 803,76749,47204,104526,4787,349200,0.72,0.07,33,624,5,50,0
SYN0804,Synthetic Customer 804,385756,462529,86963,39205,3179635,0.81,0.8,0,431,6,25,0
SYN0805,Synthetic Customer 805,86131,84916,15633,3038,576607,0.54,0.88,1,465,6,5,0
SYN0806,Synthetic Customer 806,20877,9981,50292,15338,46613,0.91,0.32,103,582,5,70,1
SYN0807,Synthetic Customer 807,274341,268338,20626,8179,2276174,0.86,0.83,23,475,6,5,0
SYN0808,Synthetic Customer 808,348334,407842,22004,4321,2641078,0.76,0.44,10,474,6,0,0
SYN0809,Synthetic Customer 809,84392,86848,7659,2692,750629,0.69,0.44,6,502,6,5,0
SYN0810,Synthetic Customer 810,33576,19103,22312,7653,112036,0.81,0.99,43,542,6,60,0
SYN0811,Synthetic Customer 811,386919,463004,52081,3686,2243064,0.85,0.86,7,426,6,0,0
SYN0812,Synthetic Customer 812,32265,27784,5500,2083,284182,0.75,0.56,21,525,6,35,0
SYN0813,Synthetic Customer 813,21959,12627,77557,37407,27721,0.92,0.91,67,511,6,75,1
SYN0814,Synthetic Customer 814,249443,290902,1554,696,1713748,0.64,0.38,6,480,6,0,0
SYN0815,Synthetic Customer 815,40155,32471,11088,3930,329150,0.64,0.95,19,496,6,35,0
SYN0816,Synthetic Customer 816,136357,80577,485733,85174,466780,0.99,0.99,96,542,6,75,1
SYN0817,Synthetic Customer 817,43852,33282,89581,3639,149913,0.89,0.55,50,549,6,50,1
SYN0818,Synthetic Customer 818,154558,58198,319052,104573,428923,0.91,0.85,44,570,6,70,1
SYN0819,Synthetic Customer 819,410971,405004,74227,7903,2769742,0.69,0.8,19,475,6,0,0
SYN0820,Synthetic Customer 820,19302,9799,27614,3274,17022,0.95,0.88,96,528,6,60,1
SYN0821,Synthetic Customer 821,93801,91934,5077,1508,640489,0.68,0.44,13,512,6,0,0
SYN0822,Synthetic Customer 822,60600,27512,285048,40650,147572,0.99,0.53,106,607,5,75,1
SYN0823,Synthetic Customer 823,17751,8648,39933,15650,38649,0.93,0.97,74,499,6,70,1
SYN0824,Synthetic Customer 824,64281,40389,104351,2955,281780,0.83,0.51,38,578,6,40,0
SYN0825,Synthetic Customer 825,498046,569688,42488,16496,3192836,0.6,0.74,29,450,6,5,0
SYN0826,Synthetic Customer 826,41941,31576,28581,11540,163507,0.77,0.59,41,545,6,50,1
SYN0827,Synthetic Customer 827,23685,11899,80611,13832,46043,0.92,0.74,113,555,6,75,1
SYN0828,Synthetic Customer 828,33936,31565,364,3,227224,0.55,0.48,22,518,6,10,0
SYN0829,Synthetic Customer 829,455182,451012,88829,44158,2986164,0.89,0.67,19,488,6,15,0
